Score,country,User's lifetime number of transactions,User's language,User is referred? (1=True/0=False),Seconds between user's first booking date and created_at,User's address_status_id,USer's identity_status_id,User's lifetime number of referrals
10,4,4,2,0,703,1,3,0
10,4,4,2,1,756,1,3,1
10,4,4,2,0,1791,3,3,0
10,4,4,2,0,1583,1,3,1
10,4,4,2,0,4926523,1,3,11
10,4,4,2,0,1406546,1,3,0
10,4,4,2,0,370872,1,3,0
10,4,4,1,0,9120677,1,3,5
10,4,4,2,0,567,1,3,0
10,4,4,2,1,387,1,3,0
10,4,4,1,0,28869016,1,3,4
10,4,4,2,0,502,1,3,0
10,4,4,2,1,670,1,3,2
10,4,4,2,0,678,2,3,0
10,4,4,2,0,725,1,3,0
10,4,4,2,0,558,1,3,0
10,4,4,1,0,673,1,3,0
10,4,4,2,0,10260894,1,3,0
10,4,4,2,1,715,1,3,0
10,4,4,2,1,248839,3,3,0
10,4,4,1,0,4889283,3,3,0
10,4,4,2,0,972,1,3,0
10,4,4,2,0,6499,1,3,0
10,4,4,2,0,4563,3,3,0
10,4,4,2,0,274,1,3,0
9,13,4,5,0,3345,1,3,41
9,13,4,1,0,396,1,3,0
9,13,4,1,0,335901,1,3,1
10,13,4,1,0,597,3,3,0
10,13,4,1,0,368,1,3,0
10,13,4,6,0,553,1,3,0
10,15,4,2,0,221,1,3,0
10,15,4,1,1,925,1,3,0
10,15,4,2,0,13187,3,3,0
10,15,4,1,0,506,1,3,0
10,15,4,2,0,481,3,3,0
7,6,4,3,0,900,3,3,0
8,6,4,3,0,281,1,3,0
9,6,4,3,0,12095,1,3,1
9,6,4,3,0,84370,1,3,0
9,6,4,3,0,1156,3,3,0
9,6,4,3,0,2586827,1,3,0
9,6,4,3,1,778,1,3,0
10,6,4,5,1,2610,1,3,0
10,6,4,3,0,555,1,3,0
10,6,4,3,1,2124532,1,3,0
10,6,4,5,0,260647,1,3,0
10,6,4,3,0,3430,1,3,0
10,6,4,3,0,945,1,3,2
10,6,4,3,0,329,1,3,0
10,6,4,3,0,456,1,3,9
10,6,4,3,1,570,1,3,0
10,6,4,3,0,602,1,3,0
10,6,4,3,1,1227,3,3,0
10,6,4,3,0,434,3,3,0
10,6,4,3,0,354,1,3,0
10,6,4,3,0,9253758,1,3,0
10,6,4,3,0,34414431,1,3,0
10,6,4,3,0,459,1,3,0
10,6,4,3,1,234,1,3,0
10,6,4,3,0,1021,1,3,0
10,6,4,3,0,775,1,3,0
10,6,4,1,0,595,1,3,0
8,7,4,4,0,1312,3,3,0
8,7,4,1,0,4399671,1,3,0
8,7,4,1,0,445,1,3,0
10,7,4,1,0,69632,1,3,0
10,7,4,1,0,99612,3,3,0
10,7,4,4,1,73939,1,3,0
10,7,4,4,1,1307,1,3,0
10,7,4,1,0,256273,1,3,1
10,7,4,4,0,853,1,3,0
10,7,4,4,0,682,1,3,0
10,7,4,4,0,12012,1,3,0
10,7,4,4,1,646,1,3,0
10,7,4,4,0,235290,1,3,0
10,7,4,4,0,11757,1,3,0
10,7,4,4,0,2076534,1,3,0
10,7,4,4,0,321,1,3,3
10,7,4,4,0,1965930,1,3,0
10,7,4,1,0,392708,1,3,2
10,23,4,1,0,5437021,1,3,0
10,23,4,2,1,4259808,2,3,0
10,24,4,5,1,678,3,3,0
10,31,5,1,0,690,3,3,1
10,8,5,4,0,48266,1,3,0
9,9,5,1,0,1142,1,3,0
10,9,5,1,0,17015,1,3,0
10,9,5,1,1,82802,1,3,0
9,18,5,1,0,1628603,3,3,0
10,18,5,3,0,399,1,3,0
1,2,5,4,1,551388,3,3,13
6,10,5,1,0,557,1,3,0
9,10,5,1,0,149762,1,3,0
10,10,5,4,0,83600,1,3,0
10,10,5,4,0,92912,1,3,0
0,3,5,3,0,511,1,3,0
0,3,5,1,0,1169,3,3,0
2,3,5,1,0,728,1,3,0
2,3,5,1,0,46228263,1,3,0
4,3,5,4,0,592,1,3,5
4,3,5,4,0,1015,1,3,0
5,3,5,4,1,14153,3,3,0
5,3,5,1,0,967,3,3,1
5,3,5,1,0,5175767,3,3,0
5,3,5,4,0,2745431,1,3,0
5,3,5,1,0,4882,1,3,0
5,3,5,1,0,73508,3,3,0
5,3,5,5,0,576,3,3,0
6,3,5,2,0,1978548,1,3,0
7,3,5,4,0,1464968,1,3,0
7,3,5,2,0,551,3,3,17
7,3,5,4,0,5784385,3,3,0
7,3,5,3,0,608,1,3,0
7,3,5,1,1,547,1,3,5
7,3,5,1,0,449,1,3,0
7,3,5,1,0,3224,3,3,0
8,3,5,1,1,811,1,3,1
8,3,5,1,1,1393,1,3,0
8,3,5,1,0,3470,1,3,0
8,3,5,1,0,824,1,3,0
8,3,5,3,1,340086,1,3,0
8,3,5,3,1,1184,1,3,0
8,3,5,3,0,1184,3,3,0
8,3,5,3,0,1133955,1,3,1
8,3,5,3,0,1269,3,3,0
8,3,5,4,0,824,3,3,0
8,3,5,3,1,326,1,3,0
8,3,5,1,0,992,3,3,0
8,3,5,2,1,1048,1,3,0
8,3,5,3,0,1194,1,3,0
8,3,5,3,0,5582587,3,3,0
8,3,5,1,0,1121786,1,3,0
8,3,5,1,0,18002715,3,3,0
8,3,5,4,1,268,1,3,0
8,3,5,3,1,1315,1,3,0
9,3,5,1,1,8448,1,3,0
9,3,5,3,0,1361,1,3,1
9,3,5,1,0,1126,1,3,0
9,3,5,3,0,637,1,3,0
9,3,5,2,0,975,1,3,0
9,3,5,3,0,918,3,3,0
9,3,5,3,0,787259,1,3,0
9,3,5,1,0,570,1,3,1
9,3,5,1,0,469561,3,3,0
9,3,5,2,0,370,1,3,0
9,3,5,3,0,64497,3,3,0
9,3,5,1,1,10052,1,3,0
9,3,5,2,1,723,1,3,14
9,3,5,1,0,454,1,3,0
9,3,5,1,1,618869,3,3,0
9,3,5,1,0,621191,1,3,0
9,3,5,1,0,27242308,1,2,1
9,3,5,2,0,79841091,1,3,0
9,3,5,2,0,1352,1,3,0
9,3,5,1,0,695,1,3,0
9,3,5,1,0,325,1,3,2
9,3,5,1,0,334,1,3,0
9,3,5,2,0,4608038,1,3,0
9,3,5,4,0,1268,1,3,0
9,3,5,2,0,601,1,3,0
9,3,5,1,0,12997145,1,3,0
10,3,5,1,0,4332058,1,3,0
10,3,5,1,0,416832,1,3,27
10,3,5,1,0,16976978,3,3,1
10,3,5,4,0,27023046,1,3,0
10,3,5,1,0,1041,3,3,1
10,3,5,1,0,1142,3,3,0
10,3,5,1,0,591015,3,3,0
10,3,5,1,0,2706813,1,3,0
10,3,5,3,0,344,1,3,0
10,3,5,2,1,94632,1,3,0
10,3,5,3,0,41658,1,3,0
10,3,5,1,1,583,1,3,0
10,3,5,1,0,331,1,3,0
10,3,5,2,0,1311642,3,3,0
10,3,5,3,0,218959,1,3,2
10,3,5,3,0,854,1,3,0
10,3,5,1,0,21138114,1,3,2
10,3,5,4,0,3069,3,3,12
10,3,5,3,0,672,1,3,0
10,3,5,3,0,5510,1,3,0
10,3,5,2,0,1153,1,3,1
10,3,5,4,1,1147,1,3,0
10,3,5,3,0,6733245,1,3,6
10,3,5,5,0,1012,1,3,0
10,3,5,3,0,450,1,3,0
10,3,5,2,1,1061,3,3,0
10,3,5,3,0,30326,1,3,0
10,3,5,1,0,438,1,3,0
10,3,5,3,1,448,1,3,1
10,3,5,1,0,108541,3,3,0
10,3,5,2,1,587,1,3,0
10,3,5,2,0,104356528,1,3,1
10,3,5,1,0,2334723,3,3,0
10,3,5,5,1,284,3,3,1
10,3,5,1,1,1032,3,3,4
10,3,5,4,0,737,3,3,0
10,3,5,2,1,454,1,3,1
10,3,5,3,0,1894,1,3,0
10,3,5,1,0,1042557,3,3,1
10,3,5,2,0,2326129,1,3,0
10,3,5,2,0,433,1,3,0
10,3,5,4,1,2841,1,3,0
10,3,5,2,1,436199,1,3,0
10,3,5,2,0,263,1,3,0
10,3,5,1,0,632626,1,3,1
10,3,5,3,0,212352,1,3,0
10,3,5,1,0,8381853,3,3,1
10,3,5,3,0,713,3,3,1
10,3,5,2,0,729,1,3,0
10,3,5,1,0,49145,3,3,3
10,3,5,2,0,319,3,3,0
10,3,5,4,0,459,1,3,0
10,3,5,2,0,822,3,3,0
10,3,5,1,1,285532,3,3,0
10,3,5,1,1,1301935,3,3,0
10,3,5,2,0,856027,1,3,0
10,3,5,1,0,507,1,3,0
10,3,5,1,0,539,1,3,0
10,3,5,3,0,1197513,1,3,1
10,3,5,2,0,472556,3,3,1
10,3,5,2,0,235,1,3,0
10,3,5,4,0,1276,1,3,0
10,3,5,2,0,101787423,1,3,0
10,3,5,4,0,742,3,3,0
10,3,5,4,0,285,1,3,1
10,3,5,3,0,420524,1,3,0
10,3,5,2,0,25476,1,3,0
10,3,5,4,0,306,1,3,0
10,3,5,3,0,453,1,3,1
10,3,5,3,0,605,1,3,1
10,3,5,3,1,612,3,3,0
10,3,5,1,0,434,1,3,0
10,3,5,2,0,97715831,1,3,0
10,3,5,2,1,166,3,3,0
10,3,5,2,0,64315,1,3,0
10,3,5,2,0,7859561,1,3,0
10,3,5,1,0,1071,3,3,0
10,3,5,1,0,2503550,3,3,0
10,3,5,4,1,104257,1,3,1
10,3,5,3,0,866,1,3,0
10,3,5,1,0,270495,1,3,0
10,3,5,1,0,182906,1,2,0
10,3,5,1,0,16136481,3,3,0
10,3,5,2,0,485,1,3,0
10,3,5,4,1,640,1,3,0
10,3,5,2,0,177,1,3,0
10,3,5,1,1,348026,1,3,0
10,3,5,3,1,4192,1,3,0
10,3,5,1,0,875,3,3,0
10,3,5,1,0,86842,1,3,0
10,3,5,3,1,97240,1,3,0
10,3,5,2,0,67306320,3,3,0
10,3,5,3,1,1254,1,3,0
10,3,5,4,0,15217,1,3,0
10,3,5,2,0,2476,1,3,0
10,3,5,2,0,1128,1,3,0
10,3,5,1,1,679,3,3,0
10,3,5,1,0,9790,1,3,0
10,3,5,1,1,542,3,3,1
10,3,5,2,0,1964288,2,3,0
10,3,5,4,0,84126,3,3,0
10,3,5,2,0,8226069,1,3,5
10,3,5,4,0,5531959,1,3,0
10,3,5,3,0,7983057,3,3,0
10,3,5,2,0,196732,1,3,0
10,3,5,3,0,385,3,3,0
10,3,5,3,0,60302081,1,3,0
10,3,5,4,0,2300,3,3,0
10,3,5,4,0,18360,3,3,2
10,3,5,2,0,728,1,3,0
10,3,5,1,0,2243254,3,3,0
10,3,5,3,0,301943,1,3,0
10,3,5,3,0,1548,3,3,0
10,3,5,3,0,711,1,3,0
10,3,5,1,0,12021,1,3,0
10,3,5,2,0,557,1,3,0
10,3,5,3,0,1034,3,3,0
10,3,5,1,1,145925,1,3,3
10,3,5,1,0,609,1,3,0
10,3,5,1,0,694,3,3,0
10,3,5,3,0,391,3,3,0
10,3,5,1,1,570,1,3,0
10,3,5,3,0,377,1,3,0
10,3,5,1,0,582,1,3,0
10,3,5,2,0,383,1,3,0
10,3,5,1,0,1562,1,3,0
10,3,5,2,1,520,3,3,0
10,3,5,1,0,239,1,3,0
10,3,5,1,0,376,1,3,0
10,3,5,2,0,519,1,3,0
10,3,5,2,0,578,1,3,0
10,3,5,3,0,685,1,3,1
10,3,5,4,0,718,1,3,0
10,3,5,2,0,1139,1,3,0
10,3,5,2,0,8383,3,3,0
10,3,5,3,0,762,1,3,0
10,3,5,2,1,385,3,3,0
10,3,5,4,0,7599251,1,3,0
10,3,5,2,1,416615,3,3,0
10,3,5,3,0,4962740,3,3,0
10,3,5,2,0,2717,3,3,0
10,3,5,1,0,8305901,1,3,0
10,3,5,1,0,483,3,3,0
10,3,5,2,0,350,1,3,0
10,3,5,4,0,14811537,1,3,0
10,3,5,2,0,510,3,3,0
10,3,5,1,1,697,3,3,0
10,3,5,1,0,6747761,3,3,0
10,3,5,2,0,81358,1,3,0
10,3,5,1,1,78192,1,3,0
10,3,5,2,0,168511,1,3,0
10,3,5,2,0,2843181,1,3,0
10,3,5,1,0,324,3,3,0
10,3,5,2,0,578044,3,3,0
10,3,5,2,1,1124608,1,3,0
10,3,5,4,0,1313492,3,3,0
10,3,5,2,0,717,1,3,1
10,3,5,1,1,750,1,3,1
10,3,5,1,0,436,1,3,0
10,3,5,2,1,932,1,3,0
10,3,5,1,1,458,1,3,0
10,3,5,4,0,8385,1,3,0
10,3,5,5,1,548,1,3,0
10,3,5,3,1,411,1,3,1
10,3,5,1,1,3715457,3,3,1
10,3,5,1,0,411,1,3,0
10,3,5,3,0,802,3,3,0
10,3,5,2,0,354,1,3,0
10,3,5,2,0,32956,1,3,0
10,3,5,4,0,554,1,3,0
10,3,5,4,0,1159,1,3,0
10,3,5,1,0,1834356,1,3,1
10,3,5,1,0,44210,1,3,0
10,3,5,4,0,932,1,3,0
10,3,5,3,0,444,1,3,0
10,3,5,4,0,717530,3,3,0
10,3,5,1,0,360,1,3,0
10,3,5,2,0,10711133,1,3,0
10,3,5,1,0,395,1,3,0
10,3,5,1,0,53650,3,3,0
10,3,5,1,0,765,3,3,0
10,3,5,1,0,714,1,3,2
10,3,5,1,0,2016490,1,3,0
10,3,5,3,0,129359,3,3,0
10,3,5,1,1,837613,1,3,0
10,3,5,3,0,175,1,3,0
10,3,5,1,1,258553,1,3,3
10,3,5,1,0,124265,3,3,0
10,3,5,1,0,502,1,3,0
10,3,5,2,0,1664,3,3,0
10,3,5,3,1,667,3,3,0
10,3,5,3,1,346,1,3,0
10,3,5,2,0,1154,1,3,0
10,3,5,2,0,178875,3,3,0
10,3,5,2,0,3254545,1,3,0
10,3,5,3,1,20064834,1,3,0
10,3,5,1,0,417,1,3,0
10,3,5,3,0,588,1,3,0
10,3,5,1,0,588612,1,3,0
10,3,5,3,0,798,1,3,0
10,3,5,3,0,2424785,3,3,0
10,3,5,1,0,20382012,3,3,0
10,3,5,1,1,85494,1,3,1
10,3,5,1,1,495350,3,3,0
10,3,5,3,0,2186,1,3,0
10,3,5,1,0,364,1,3,0
10,3,5,1,0,276,1,3,0
10,3,5,1,1,57595892,1,3,0
10,3,5,2,1,2097,1,3,0
10,3,5,3,0,667,1,3,0
10,3,5,2,1,570,1,3,0
10,3,5,3,0,1115,1,3,0
10,3,5,3,1,1756779,3,3,1
10,3,5,3,0,169204,1,3,1
10,3,5,3,0,408,1,3,0
10,3,5,3,1,1100,1,3,0
10,3,5,4,1,4692,1,3,0
10,3,5,1,0,603482,1,3,0
10,3,5,1,0,580,1,3,0
10,3,5,4,0,4635,1,3,1
10,3,5,2,0,725,1,3,1
10,3,5,1,0,746,3,2,6
10,3,5,3,0,472757,3,3,0
10,3,5,1,0,3902347,1,2,0
10,3,5,3,0,277339,3,3,0
10,3,5,1,0,17198,3,3,0
10,3,5,5,0,2730117,1,3,1
10,3,5,1,0,83337674,3,3,0
10,3,5,3,1,3266,1,3,0
10,3,5,1,0,35547,1,3,0
10,3,5,2,0,7876989,1,3,0
10,3,5,3,1,16134,3,3,3
10,3,5,4,1,3338,1,3,4
10,3,5,2,1,629,1,3,0
10,3,5,2,0,352,1,3,0
10,3,5,1,0,161,1,3,0
10,3,5,1,0,318,1,3,0
10,3,5,1,0,1954,1,3,0
10,3,5,2,0,1586904,1,3,0
10,3,5,1,0,213,1,3,0
10,3,5,1,0,715,1,3,0
10,3,5,1,0,10364794,1,3,10
10,3,5,1,0,42788,1,3,0
10,3,5,4,0,2940607,3,3,0
10,3,5,2,0,2182,3,3,0
10,3,5,2,1,2562194,1,3,0
10,3,5,3,0,483,1,3,0
10,3,5,1,0,1963,1,3,0
10,3,5,3,0,1786,3,3,1
10,21,5,1,0,4738,1,3,0
10,11,5,2,0,575094,1,3,1
9,12,5,2,0,703,1,3,0
10,12,5,2,0,787,1,3,0
10,12,5,2,0,68981,1,3,0
10,12,5,2,0,2425,1,3,2
10,12,5,2,0,1470,1,3,2
10,12,5,3,1,300,1,3,0
10,12,5,1,0,3917,1,3,0
10,12,5,2,1,949,1,3,0
10,12,5,2,0,555,1,3,0
10,12,5,1,1,968367,1,3,0
10,29,5,4,0,402,1,3,0
10,29,5,4,0,601620,3,3,0
0,4,5,2,1,531,1,3,0
1,4,5,1,0,843,3,3,0
2,4,5,1,0,655,1,3,3
7,4,5,1,0,1708067,1,3,0
8,4,5,2,0,10385914,3,3,0
9,4,5,2,0,1541,1,3,0
10,4,5,2,0,424212,1,3,0
10,4,5,2,0,1634,3,3,373
10,4,5,2,0,513987,1,3,0
10,4,5,2,0,598,1,3,0
10,4,5,2,0,582,1,3,0
10,4,5,1,0,4410,1,3,0
10,4,5,2,1,1314498,1,3,0
10,4,5,2,1,593,3,3,0
10,4,5,1,0,673,3,3,0
10,4,5,2,0,8762,1,3,0
10,4,5,2,1,1121,3,3,0
10,4,5,2,0,17141,1,3,0
10,4,5,2,1,5868276,1,3,0
10,4,5,2,0,534,1,3,0
10,4,5,2,0,881,1,3,2
10,4,5,2,0,268,1,3,0
10,4,5,2,0,1464,3,3,0
10,4,5,2,1,425,3,3,0
10,4,5,2,1,1209999,3,3,2
10,4,5,1,1,196,1,3,0
10,4,5,2,0,271,1,3,0
10,4,5,2,0,16607,1,3,0
10,4,5,2,0,432,1,3,1
10,4,5,2,0,4187,1,3,0
10,4,5,2,0,1334,1,3,0
10,4,5,2,0,433,1,3,0
10,4,5,2,0,562,1,3,0
10,4,5,2,0,17545806,1,3,0
10,4,5,1,0,425,1,3,0
10,4,5,2,0,1212234,1,3,0
10,4,5,2,0,890,1,3,0
10,4,5,2,0,2278477,1,3,1
10,4,5,2,0,657,1,3,0
10,4,5,2,0,611086,1,3,2
10,4,5,1,1,467,1,3,0
6,13,5,1,0,607,1,3,0
9,15,5,2,0,744786,1,3,0
10,15,5,2,0,1368556,1,3,0
10,15,5,2,0,723,1,3,0
10,15,5,2,1,1431812,3,3,1
10,15,5,2,0,84702,1,3,0
10,15,5,2,0,19876126,3,3,0
10,15,5,1,0,449,1,3,0
10,15,5,1,0,4451450,1,3,0
10,15,5,2,0,8300,1,3,0
9,6,5,3,1,652,1,3,0
9,6,5,3,1,2152923,1,3,0
9,6,5,3,0,3944408,1,3,0
9,6,5,3,1,319751,1,3,0
10,6,5,1,0,359,3,3,0
10,6,5,3,0,285,1,3,4
10,6,5,3,0,744,1,3,0
10,6,5,3,1,790,3,3,8
10,6,5,3,0,1262,1,3,0
10,6,5,3,0,15294852,1,3,0
10,6,5,3,0,479,3,3,0
10,6,5,3,0,1646540,1,3,1
10,6,5,3,0,66442933,3,3,0
10,6,5,3,0,883,1,3,0
10,6,5,3,0,756,3,3,0
10,6,5,3,0,131825,1,3,0
10,6,5,3,0,144014,1,3,0
10,6,5,3,0,1452,3,3,0
10,6,5,3,0,2522807,1,3,0
10,6,5,3,1,4001050,1,3,0
10,6,5,3,0,333,1,3,0
10,6,5,3,1,262,1,3,0
10,6,5,3,1,72943,1,3,0
10,6,5,3,0,19438,1,3,0
10,6,5,3,0,571542,3,3,0
10,6,5,3,0,1593,3,3,0
10,32,5,1,0,476,1,3,0
2,7,5,1,0,633,3,3,0
3,7,5,4,0,769,1,3,0
4,7,5,1,0,712,1,3,0
5,7,5,3,0,461,3,3,0
7,7,5,3,0,992,3,3,0
8,7,5,1,0,1318,3,3,0
8,7,5,4,0,4906,1,3,0
9,7,5,4,0,480,1,3,0
9,7,5,1,0,2060,3,3,0
9,7,5,1,0,22720,3,3,0
10,7,5,4,0,103807,1,3,7
10,7,5,1,0,1971,1,3,0
10,7,5,4,0,10424,1,3,0
10,7,5,4,0,1775,1,3,1
10,7,5,4,0,2857775,1,3,0
10,7,5,1,0,2176089,1,3,1
10,7,5,4,0,7340,1,3,0
10,7,5,4,0,31919,1,3,2
10,7,5,4,1,38013189,1,3,0
10,7,5,1,0,325,2,3,0
10,7,5,1,0,1017,1,3,0
10,7,5,1,0,152390,1,3,0
10,7,5,4,0,569,1,3,2
10,7,5,4,0,527,1,3,3
10,7,5,4,1,788,1,3,0
10,7,5,4,0,625,3,3,0
8,23,5,3,0,78486,1,3,0
10,23,5,3,0,15144037,1,3,1
8,8,6,1,1,982,3,3,0
8,9,6,1,0,444,3,3,2
10,18,6,2,1,11916316,1,3,0
10,18,6,3,1,702,1,3,0
10,18,6,1,0,532,1,3,0
10,18,6,3,0,523,1,3,1
10,18,6,1,0,112198,1,3,0
10,2,6,2,0,648,1,3,0
10,10,6,4,0,242684,1,3,0
10,10,6,3,0,883,1,3,0
1,3,6,1,0,374,1,3,0
1,3,6,4,0,1651578,3,3,0
2,3,6,3,0,9903,1,3,0
3,3,6,4,0,410827,3,3,0
5,3,6,1,1,158141,3,3,0
6,3,6,4,0,1012,1,3,2
6,3,6,3,0,2521,1,3,0
6,3,6,2,1,396,1,3,3
6,3,6,1,0,5653114,1,3,2
7,3,6,6,0,421,1,3,0
7,3,6,3,0,34041465,1,3,0
7,3,6,1,0,315,1,3,0
7,3,6,3,1,876,1,3,0
7,3,6,1,1,12260039,1,3,0
7,3,6,1,1,495,3,3,0
7,3,6,3,0,2942,1,3,1
7,3,6,3,0,269,1,3,0
8,3,6,4,0,8409,1,3,0
8,3,6,1,1,673,3,3,0
8,3,6,3,1,940,1,3,0
8,3,6,1,1,250266,1,3,0
8,3,6,3,0,426702,1,3,0
8,3,6,1,0,463,1,3,0
8,3,6,2,0,1826,2,3,0
8,3,6,3,0,59813766,1,3,2
8,3,6,3,0,38000,1,3,0
8,3,6,1,0,700,1,3,0
8,3,6,1,0,1710,3,3,0
8,3,6,2,0,1812805,1,3,0
8,3,6,3,0,581,3,3,0
8,3,6,1,1,600473,1,3,1
9,3,6,1,0,10360,1,3,3
9,3,6,1,0,262,3,3,0
9,3,6,2,0,1588,2,3,0
9,3,6,4,0,716,1,3,0
9,3,6,1,1,796,3,3,3
9,3,6,4,0,6168774,3,3,0
9,3,6,1,0,1815309,3,3,0
9,3,6,1,1,175430,1,3,0
9,3,6,3,0,13620,3,3,0
9,3,6,3,0,11191,3,3,0
9,3,6,1,1,891,1,3,0
9,3,6,3,1,3755,1,3,0
9,3,6,4,0,4193080,1,3,0
9,3,6,3,0,766148,1,3,0
9,3,6,1,0,18590348,3,3,0
9,3,6,1,0,701,1,3,2
9,3,6,3,0,306,1,3,1
9,3,6,1,0,1025,1,3,0
9,3,6,3,1,91172,1,3,0
10,3,6,3,0,85219,1,3,0
10,3,6,2,0,7835914,3,3,1
10,3,6,2,0,418,1,3,0
10,3,6,2,1,1142,1,3,1
10,3,6,1,0,761,3,3,0
10,3,6,1,0,501,1,3,1
10,3,6,2,0,376746,1,3,0
10,3,6,1,0,197,1,3,0
10,3,6,1,1,371851,1,3,0
10,3,6,3,0,17329351,1,3,0
10,3,6,1,0,340,1,3,0
10,3,6,2,1,859,3,3,0
10,3,6,4,0,835,1,3,1
10,3,6,2,0,513916,1,3,0
10,3,6,2,0,375601,1,3,0
10,3,6,1,1,530,1,3,1
10,3,6,4,0,4402432,3,3,0
10,3,6,2,0,754,3,3,0
10,3,6,4,0,675,1,3,0
10,3,6,1,0,482,3,3,4
10,3,6,1,0,9589381,1,3,0
10,3,6,4,0,1051,1,3,1
10,3,6,3,0,1024,3,3,0
10,3,6,1,0,202,1,3,0
10,3,6,3,0,65838606,1,3,0
10,3,6,2,0,843,3,3,1
10,3,6,2,1,2940,1,3,0
10,3,6,4,0,894,1,3,0
10,3,6,4,0,536,3,3,1
10,3,6,3,1,347002,3,3,1
10,3,6,1,0,431893,1,3,0
10,3,6,1,0,2769728,1,3,0
10,3,6,4,0,6055,3,3,1
10,3,6,1,0,4301,1,3,0
10,3,6,2,0,1556,1,3,0
10,3,6,1,1,3057,1,3,2
10,3,6,1,1,1184,3,3,0
10,3,6,3,0,89175,1,3,0
10,3,6,1,0,14081795,3,3,5
10,3,6,2,0,1541,1,3,2
10,3,6,4,0,601944,1,3,0
10,3,6,1,0,1384,1,3,1
10,3,6,1,0,8379659,1,3,0
10,3,6,1,0,3403,1,3,0
10,3,6,1,0,601,1,3,0
10,3,6,3,0,1554,1,3,0
10,3,6,2,0,882,3,3,0
10,3,6,2,0,5967699,3,3,0
10,3,6,1,0,440189,1,3,0
10,3,6,1,1,136325,1,3,0
10,3,6,2,0,3807696,1,3,0
10,3,6,4,0,487338,1,3,1
10,3,6,1,1,910,3,3,0
10,3,6,2,0,71069,1,3,0
10,3,6,3,0,550,1,3,0
10,3,6,1,0,382,1,3,0
10,3,6,3,0,1172,1,3,0
10,3,6,4,0,2076928,3,3,0
10,3,6,1,0,1715,1,3,0
10,3,6,3,1,1172324,3,3,2
10,3,6,1,0,1121,1,3,4
10,3,6,4,1,1222041,1,3,0
10,3,6,1,0,534450,3,3,0
10,3,6,3,0,517,1,3,0
10,3,6,1,0,408,1,3,3
10,3,6,3,0,1180769,1,3,0
10,3,6,2,0,47438950,1,3,1
10,3,6,4,0,960626,1,3,0
10,3,6,1,0,406,1,3,1
10,3,6,1,0,360,3,3,0
10,3,6,1,0,240,3,3,0
10,3,6,2,0,200069,1,3,0
10,3,6,2,0,43282,3,3,0
10,3,6,1,0,795,1,3,1
10,3,6,1,1,5366582,1,3,0
10,3,6,2,1,542,1,3,0
10,3,6,4,0,1268105,1,3,1
10,3,6,2,0,458,1,3,1
10,3,6,3,0,49749,1,3,0
10,3,6,1,0,433,1,3,1
10,3,6,4,1,840,1,3,0
10,3,6,1,0,791,3,3,0
10,3,6,1,0,178774,1,3,0
10,3,6,1,0,160792,1,3,0
10,3,6,4,0,1185526,3,3,0
10,3,6,2,0,752,1,3,0
10,3,6,2,0,2316,3,3,0
10,3,6,2,1,457,1,3,0
10,3,6,1,0,1382,3,3,0
10,3,6,4,0,379,1,3,0
10,3,6,2,0,661,1,3,0
10,3,6,4,0,13060626,1,3,7
10,3,6,3,1,888,3,3,62
10,3,6,2,0,16850,1,3,0
10,3,6,2,0,629,1,3,0
10,3,6,4,0,1033,1,3,0
10,3,6,3,0,16689969,3,3,0
10,3,6,2,0,108804750,1,3,1
10,3,6,4,0,9773502,3,3,1
10,3,6,2,0,252,1,3,0
10,3,6,1,0,964,3,3,0
10,3,6,3,0,723,1,3,0
10,3,6,1,0,343277,3,3,0
10,3,6,2,0,10020578,3,3,2
10,3,6,3,1,7473643,1,3,0
10,3,6,1,0,511,1,3,0
10,3,6,1,0,138752,1,3,0
10,3,6,1,1,56689,3,3,1
10,3,6,3,1,1325284,1,3,0
10,3,6,2,0,285,1,3,0
10,3,6,2,0,2708065,1,3,0
10,3,6,2,0,57712266,1,3,3
10,3,6,1,1,416857,1,3,0
10,3,6,1,1,114543,1,3,0
10,3,6,4,0,1157,1,3,0
10,3,6,1,0,244,1,3,0
10,3,6,1,1,247,1,3,0
10,3,6,1,1,1348295,1,3,0
10,3,6,1,0,1042,1,3,0
10,3,6,3,1,1030,1,3,1
10,3,6,1,1,2228786,3,3,0
10,3,6,2,0,1084,2,3,0
10,3,6,1,0,505,1,3,2
10,3,6,3,0,911,1,2,0
10,3,6,4,0,551541,1,3,1
10,3,6,1,0,1843,3,3,0
10,3,6,3,0,401,3,3,1
10,3,6,3,0,651,1,3,0
10,3,6,1,1,220,1,3,0
10,3,6,3,0,1298,3,3,23
10,3,6,4,0,56262,3,3,1
10,3,6,1,0,507,3,3,0
10,3,6,2,0,833,3,3,0
10,3,6,5,0,370,1,3,0
10,3,6,2,1,624,3,3,1
10,3,6,2,0,11048510,1,3,0
10,3,6,3,1,729,1,3,1
10,3,6,1,0,2764,3,3,0
10,3,6,4,0,1847,1,3,0
10,3,6,1,0,1521,1,3,0
10,3,6,2,0,322,1,3,0
10,3,6,1,0,515022,3,3,0
10,3,6,1,0,84330,1,3,0
10,3,6,2,0,403,1,3,0
10,3,6,3,0,742,3,3,1
10,3,6,2,1,1228,1,3,0
10,3,6,1,0,779210,1,3,0
10,3,6,2,1,832,1,3,0
10,3,6,1,0,588,1,3,2
10,3,6,2,0,816,1,3,0
