Score,country,User's lifetime number of transactions,User's language,User is referred? (1=True/0=False),Seconds between user's first booking date and created_at,User's address_status_id,USer's identity_status_id,User's lifetime number of referrals
10,3,3,2,0,689762,3,3,0
10,3,3,1,0,630,1,3,0
10,3,3,2,0,871,1,3,0
10,3,3,4,0,81499,1,3,0
10,3,3,1,0,157577,1,3,3
10,3,3,2,0,10032,1,3,1
10,3,3,4,0,1048,1,3,0
10,3,3,3,0,14952799,3,3,0
10,3,3,3,1,756,3,3,1
10,3,3,1,0,5455013,3,3,1
10,3,3,2,0,431,1,3,0
10,3,3,3,0,1925757,1,3,0
10,3,3,4,0,1780,3,3,0
10,3,3,1,0,1349252,3,3,1
10,3,3,2,1,806,1,3,0
10,3,3,1,0,364,1,3,0
10,3,3,1,0,1316,1,3,0
10,3,3,3,1,236738,1,3,0
10,3,3,4,1,84515,3,3,1
10,3,3,3,0,125552,1,3,0
10,3,3,1,0,1063,3,3,2
10,3,3,2,0,643,3,3,1
10,3,3,4,0,261,3,3,0
10,3,3,1,1,387,3,3,0
10,3,3,1,0,638,3,3,0
10,3,3,2,0,444,3,3,0
10,3,3,2,0,3970208,2,3,0
10,3,3,3,0,6201801,1,3,0
10,3,3,1,1,34129199,3,3,0
10,3,3,1,0,588,2,3,0
10,3,3,2,0,1092235,1,3,0
10,3,3,1,0,836,3,3,0
10,3,3,5,0,3369905,3,3,0
10,3,3,1,0,13727793,1,3,0
10,3,3,1,0,684,1,3,0
10,3,3,2,0,413,3,3,0
10,3,3,1,0,176005,1,3,0
10,3,3,2,0,1512,1,3,0
10,3,3,1,1,191727,3,3,0
10,3,3,2,0,1925668,1,3,0
10,3,3,2,1,544,3,3,0
10,3,3,5,0,4769,1,3,0
10,3,3,3,1,1834,2,3,0
10,3,3,4,1,700,1,3,0
10,3,3,2,0,628,3,3,0
10,3,3,1,0,317,3,3,0
10,3,3,3,0,574,1,3,0
10,3,3,2,0,1124,3,3,0
10,3,3,2,0,683474,1,3,0
10,3,3,2,1,2304,3,3,1
10,3,3,3,1,345,1,3,0
10,3,3,2,0,8498594,1,3,0
10,3,3,2,0,808,3,3,0
10,3,3,1,0,1700,3,3,0
10,3,3,2,0,6500653,3,3,0
10,3,3,3,1,1504,3,3,0
10,3,3,3,0,856,1,3,0
10,3,3,1,0,2191,1,3,0
10,3,3,2,0,1636,1,3,0
10,3,3,3,0,1056,3,3,0
10,3,3,1,1,754,3,3,0
10,3,3,3,1,551,3,3,0
10,3,3,3,1,813,3,3,0
10,3,3,1,0,195710,3,3,0
10,3,3,1,1,312,3,3,0
10,3,3,2,1,30318806,1,3,0
10,3,3,2,1,1122101,1,3,0
10,3,3,2,0,1408,3,3,0
10,3,3,2,1,1106,3,3,0
10,3,3,1,1,545053,3,3,0
10,3,3,1,0,7413772,1,3,0
10,3,3,4,0,1587963,1,3,1
10,3,3,3,0,91168,3,3,0
10,3,3,1,0,383,3,3,0
10,3,3,4,0,424,1,3,0
10,3,3,3,1,322,3,3,0
10,3,3,4,0,211,3,3,0
10,3,3,3,1,605,1,3,0
10,3,3,1,0,324677,3,3,0
10,3,3,1,1,418,1,3,0
10,3,3,1,0,26936365,1,3,0
10,3,3,2,1,646,1,3,1
10,3,3,4,0,230561,1,3,0
10,3,3,1,0,561,1,3,0
10,3,3,4,0,1299572,3,3,0
10,3,3,3,0,598,1,3,0
10,3,3,5,0,1330,1,3,0
10,3,3,1,0,1937,3,3,0
10,3,3,2,0,696,3,3,0
10,3,3,4,0,25522199,3,3,1
10,3,3,1,0,632,3,3,0
10,3,3,1,0,56069,3,3,0
10,3,3,2,0,43827545,3,3,0
10,3,3,4,0,583,3,3,0
10,3,3,1,0,330013,3,3,0
10,3,3,1,0,273,3,3,1
10,3,3,4,0,664,3,3,0
10,3,3,3,0,2438,3,3,0
10,3,3,2,0,243,3,3,0
10,3,3,1,0,181270,3,3,1
10,3,3,3,0,1484,3,3,0
10,3,3,2,0,33458273,1,3,0
10,3,3,1,0,442,3,3,0
10,3,3,1,0,175138,3,3,0
10,3,3,1,0,2744,3,3,1
10,3,3,3,0,15248,3,3,0
10,3,3,3,0,907450,1,3,0
10,3,3,1,0,30552871,3,3,0
10,3,3,2,0,817,1,3,0
10,3,3,4,0,538,3,3,0
10,3,3,2,0,1141,3,3,0
10,3,3,5,0,305960,3,3,0
10,3,3,1,0,562,3,3,0
10,3,3,2,0,258,3,3,1
10,3,3,1,0,546,1,3,1
10,3,3,3,0,960,3,3,0
10,3,3,3,1,746,1,3,0
10,3,3,2,0,474,1,3,0
10,3,3,3,1,104484,3,3,0
10,3,3,2,1,4049,1,3,0
10,3,3,2,0,1053,1,3,0
10,3,3,1,0,259,1,3,1
10,3,3,4,0,931,3,3,0
10,3,3,1,0,88875,1,3,0
10,3,3,2,1,353,3,3,0
10,3,3,1,0,4325944,1,3,0
10,3,3,3,0,40148,3,3,0
10,3,3,2,0,485,3,3,0
10,3,3,1,0,3591,1,3,0
10,3,3,2,0,986715,1,3,0
10,3,3,2,0,78585,3,3,0
10,3,3,2,1,45275480,1,3,0
10,3,3,1,0,5979,3,3,0
10,3,3,1,0,389,2,3,0
10,3,3,1,1,370,3,3,2
10,3,3,2,0,1645713,1,3,1
10,3,3,3,0,352,3,3,0
10,3,3,2,1,12289936,1,3,0
10,3,3,2,0,26131082,3,3,0
10,3,3,1,0,320,1,3,0
10,3,3,1,0,441,1,3,0
10,3,3,1,1,17704660,1,3,0
10,3,3,2,0,949,1,3,0
10,3,3,3,0,316,3,3,0
10,3,3,2,0,41198665,2,3,0
10,3,3,3,1,1827,3,3,0
10,3,3,2,0,21935807,3,3,0
10,3,3,2,0,454,1,3,1
10,3,3,1,1,285117,1,3,0
10,3,3,1,0,614,1,3,4
10,3,3,1,1,21423481,1,3,2
10,3,3,4,1,2192,3,3,0
10,3,3,1,0,753,3,3,0
10,3,3,3,1,967,1,3,0
10,3,3,4,0,2678733,3,3,0
10,3,3,2,1,227,1,3,0
10,3,3,2,0,527,1,3,0
10,3,3,2,0,812,3,3,0
10,3,3,3,0,433,1,3,0
10,3,3,3,1,411,3,3,0
10,3,3,5,0,7349180,1,3,2
10,3,3,4,0,171297,3,3,0
10,3,3,1,0,146846,1,3,0
10,3,3,3,0,10432710,3,3,0
10,3,3,3,0,970,1,3,0
10,3,3,1,0,312,1,3,0
10,3,3,3,0,364,3,3,0
10,3,3,1,1,1497,1,3,1
10,3,3,3,0,489717,3,3,0
10,3,3,1,0,2636,1,3,1
10,3,3,1,0,1286,3,3,0
10,3,3,3,0,960,1,3,0
10,3,3,2,0,94035699,1,3,0
10,3,3,3,0,7663,3,3,0
10,3,3,4,0,426,1,3,0
10,3,3,2,0,258,3,3,0
10,3,3,1,0,1073,3,3,0
10,3,3,1,0,51284,1,3,0
10,3,3,1,0,1327,1,3,0
10,3,3,3,1,546494,3,3,0
10,3,3,2,0,5710682,1,3,0
10,3,3,2,0,177,3,3,0
10,3,3,3,0,1069,3,3,0
10,3,3,1,1,413,1,3,0
10,3,3,1,1,2384,3,3,0
10,3,3,2,1,270065,3,3,0
10,3,3,4,0,158305,1,3,0
10,3,3,3,0,1069,1,3,0
10,3,3,1,0,263,1,3,0
10,3,3,4,0,2101,3,3,1
10,3,3,3,0,6214902,3,3,0
10,3,3,1,0,583,1,3,0
10,3,3,2,0,25054006,1,3,0
10,3,3,2,1,1382341,1,3,0
10,3,3,1,0,1391983,1,3,0
10,3,3,3,1,429608,3,3,2
10,3,3,2,0,353,3,3,0
10,3,3,1,0,186804,3,3,0
10,3,3,2,0,20970882,1,2,0
10,3,3,4,1,58584,1,3,0
10,3,3,1,0,518,3,3,0
10,3,3,3,0,882,1,3,0
10,3,3,1,0,607,1,3,0
10,3,3,3,1,3337,1,3,0
10,3,3,1,0,2322343,3,3,0
10,3,3,2,1,1636,1,3,0
10,3,3,2,0,447,1,3,0
10,3,3,4,0,81698,1,3,0
10,3,3,1,0,296,1,3,0
10,26,3,1,1,1505,1,3,0
6,11,3,1,0,259,2,3,0
10,11,3,3,0,435,1,3,0
10,11,3,1,0,874,3,3,0
10,11,3,3,0,43323,3,3,0
10,27,3,3,1,787,1,3,0
8,28,3,1,0,836,1,3,3
10,28,3,1,1,632,1,3,0
4,12,3,3,0,898,1,3,2
5,12,3,2,0,438,1,2,0
10,12,3,2,1,727,1,3,1
10,12,3,2,0,12962382,1,3,0
10,12,3,5,0,87982,1,3,0
10,12,3,2,1,410,1,3,0
10,12,3,2,0,610,1,3,0
10,29,3,1,0,39614,1,3,0
10,29,3,2,0,738,1,3,0
0,4,3,2,0,48945,3,3,0
6,4,3,2,0,1002,1,3,0
6,4,3,2,0,1835,1,3,1
6,4,3,1,0,663,1,3,0
7,4,3,2,0,10523915,1,3,0
8,4,3,2,0,67922,1,3,0
8,4,3,2,0,43817515,1,3,0
8,4,3,2,0,317,1,3,0
8,4,3,1,1,732,1,3,0
9,4,3,2,1,1247576,1,3,2
9,4,3,5,0,1382,1,3,0
9,4,3,2,0,747,1,3,0
10,4,3,2,0,3014,3,3,0
10,4,3,2,0,620,1,3,0
10,4,3,1,0,520,1,3,0
10,4,3,1,0,130275,1,3,0
10,4,3,1,1,4269769,1,3,0
10,4,3,2,0,11402093,1,3,0
10,4,3,2,1,1844,1,3,1
10,4,3,2,0,58575,1,3,0
10,4,3,1,0,726,1,3,0
10,4,3,2,0,739,1,3,0
10,4,3,1,0,12715259,1,3,0
10,4,3,2,1,44429,1,3,0
10,4,3,2,0,1973,1,3,2
10,4,3,2,0,1012,2,3,0
10,4,3,2,0,1854,1,3,0
10,4,3,1,1,12210,2,3,1
10,4,3,2,1,47090,1,3,1
10,4,3,2,0,539,1,3,0
10,4,3,2,0,4297676,1,3,0
10,4,3,2,0,6151633,2,3,1
10,4,3,2,0,288,1,3,0
10,4,3,2,0,153072,1,3,0
10,4,3,2,0,805,1,3,0
10,4,3,2,0,1182,1,3,0
10,4,3,2,0,660,1,3,0
10,4,3,2,0,38579834,1,3,0
10,4,3,2,0,16678,1,3,0
10,4,3,2,0,231,1,3,0
10,4,3,2,0,448,1,3,1
10,4,3,2,0,429,3,3,0
10,4,3,2,0,1472,3,3,0
10,4,3,2,0,173,1,3,0
10,4,3,2,0,484,2,3,0
10,4,3,2,0,335609,1,3,0
10,13,3,1,1,459,1,3,0
10,13,3,6,0,285684,1,3,0
9,15,3,2,1,654,1,3,0
10,15,3,2,0,1806,1,3,0
10,15,3,2,1,1465975,1,3,0
10,15,3,3,1,2172899,1,3,0
10,15,3,1,0,1519887,1,3,0
10,15,3,2,0,706,1,3,0
10,15,3,2,0,515,1,3,0
10,15,3,2,0,946,1,3,0
0,6,3,3,0,401,1,3,0
7,6,3,3,1,1209515,1,3,1
8,6,3,3,0,1259,1,3,0
9,6,3,3,0,465,1,3,0
9,6,3,5,0,434,1,3,0
10,6,3,3,0,1120210,1,3,1
10,6,3,3,0,2424,3,3,0
10,6,3,5,1,3125615,1,3,0
10,6,3,1,0,62134,1,3,0
10,6,3,5,1,732,1,3,0
10,6,3,3,0,2993,1,3,0
10,6,3,3,0,1378189,1,3,0
10,6,3,3,0,906988,1,3,0
10,6,3,3,0,1132,1,3,0
10,6,3,3,0,36631,1,3,0
10,6,3,5,1,1717,1,3,1
10,6,3,3,0,1315,1,3,0
10,6,3,3,0,531153,1,3,0
10,6,3,3,0,307,1,3,0
10,6,3,3,0,1633,3,3,0
10,6,3,3,1,6890,3,3,3
10,6,3,3,0,1829681,3,3,0
10,6,3,3,1,543,1,3,0
10,6,3,1,1,599,1,3,0
10,6,3,3,1,303,1,3,0
10,6,3,3,0,249,1,3,0
10,6,3,3,1,191,1,3,0
10,6,3,3,0,1446,1,3,0
10,6,3,1,1,167632,1,3,0
10,6,3,5,1,856,1,3,4
10,6,3,3,0,887,1,3,0
10,6,3,3,1,381,1,3,1
9,32,3,1,0,418619,1,3,2
1,7,3,1,1,1531,1,3,0
3,7,3,4,0,670,1,3,1
5,7,3,4,0,25148141,1,3,0
7,7,3,4,0,2348,1,3,1
8,7,3,4,0,243,1,3,0
8,7,3,4,0,297,1,3,0
9,7,3,4,0,41769,1,3,0
10,7,3,1,0,8792709,1,3,0
10,7,3,4,0,1650549,1,3,2
10,7,3,4,1,915330,3,3,0
10,7,3,4,0,350,1,3,0
10,7,3,4,1,237596,1,3,18
10,7,3,4,0,6159,3,3,5
10,7,3,4,0,209474,1,3,0
10,7,3,4,0,6796917,3,3,0
10,7,3,4,1,440,1,3,1
10,7,3,1,0,642,1,3,0
10,7,3,4,0,1127,1,3,1
10,7,3,4,1,601,3,3,0
10,7,3,4,0,1666761,1,3,1
10,7,3,4,0,239234,1,3,0
10,7,3,4,0,639779,1,3,11
10,7,3,4,0,1039036,3,3,0
10,7,3,1,0,3450255,1,3,1
10,7,3,4,0,958328,1,3,0
10,7,3,1,0,528,1,3,0
10,7,3,4,0,573,1,3,2
10,7,3,4,1,2656,1,3,0
10,7,3,3,1,758,1,3,0
10,7,3,4,0,406758,1,3,0
10,7,3,1,1,502,1,3,1
10,7,3,4,0,2175,1,3,0
10,7,3,4,0,1868,3,3,0
10,7,3,4,0,7851424,1,3,0
10,30,3,1,0,532737,1,3,0
9,23,3,1,0,507,1,3,1
10,23,3,2,0,374,1,3,0
10,23,3,3,1,566,1,3,0
9,24,3,5,0,86331,1,3,0
10,24,3,5,0,35521,1,3,3
10,24,3,5,0,576,1,3,0
6,9,4,1,1,559,1,3,0
9,9,4,1,0,100103,1,3,1
9,9,4,1,0,510,3,3,0
10,9,4,3,0,15957,2,3,0
10,9,4,2,1,224564,1,3,0
10,18,4,1,0,3060,1,3,1
10,18,4,4,0,169101,1,3,1
10,18,4,4,1,1853750,1,3,1
10,18,4,4,0,792,1,3,0
10,2,4,4,0,531,1,3,0
10,10,4,4,0,776938,1,3,0
10,10,4,3,0,670,1,3,0
0,3,4,2,1,114961,3,3,0
0,3,4,1,0,1972498,1,3,0
0,3,4,4,0,1956,1,3,0
0,3,4,2,0,92814792,1,3,0
1,3,4,1,0,2178,1,3,0
2,3,4,2,0,571,3,3,0
2,3,4,2,0,915,1,3,0
2,3,4,1,0,22367480,1,3,0
2,3,4,4,0,4593,1,3,0
2,3,4,3,0,1903081,3,3,0
3,3,4,1,0,2360,1,3,0
4,3,4,3,1,333,1,3,0
5,3,4,1,0,101887,1,3,0
5,3,4,3,0,2178,3,3,0
5,3,4,4,0,28254375,3,3,1
5,3,4,1,0,96780628,3,3,0
5,3,4,1,0,372,1,3,0
6,3,4,3,0,21026616,1,3,3
7,3,4,4,0,411,1,3,0
7,3,4,2,1,665,1,3,0
7,3,4,1,1,1418,1,3,0
7,3,4,1,0,252189,1,3,0
7,3,4,3,0,861,3,3,0
7,3,4,1,0,971,1,3,1
7,3,4,1,0,647,1,3,0
7,3,4,3,0,354,1,3,0
7,3,4,6,1,582,1,3,0
7,3,4,1,0,7901,1,3,0
7,3,4,3,1,647,1,3,0
8,3,4,1,0,378,1,3,0
8,3,4,1,1,76707,1,3,0
8,3,4,1,0,169506,3,3,0
8,3,4,3,0,2221,3,3,0
8,3,4,1,0,604,3,3,0
8,3,4,1,0,26340061,1,3,0
8,3,4,3,0,102639,1,3,0
8,3,4,2,0,518,1,3,0
8,3,4,1,1,1149,3,3,0
8,3,4,1,1,739,3,3,0
8,3,4,1,0,684,3,3,0
8,3,4,1,0,11778,3,3,0
9,3,4,1,0,827,1,3,1
9,3,4,1,0,46226,1,3,1
9,3,4,1,0,34641461,1,3,0
9,3,4,4,0,480,1,3,0
9,3,4,2,0,17380759,1,3,0
9,3,4,3,0,1024912,1,3,0
9,3,4,1,0,4537801,3,3,0
9,3,4,1,0,580,1,3,0
9,3,4,2,1,1168,1,3,3
9,3,4,2,0,341,1,3,0
9,3,4,1,0,1423,3,3,0
9,3,4,2,0,1091,1,3,0
9,3,4,5,0,89065,3,3,0
9,3,4,4,1,1778,1,3,0
9,3,4,4,1,87204,3,3,0
9,3,4,3,0,423631,1,3,0
9,3,4,1,0,1525059,3,3,0
9,3,4,2,0,85374,3,3,0
9,3,4,3,0,858,1,3,0
9,3,4,4,0,476,1,3,0
9,3,4,2,0,818,1,3,0
9,3,4,3,0,296589,1,3,0
9,3,4,1,0,143491,1,3,0
9,3,4,4,0,1488412,3,3,0
9,3,4,3,0,783,1,3,0
9,3,4,2,1,24245877,1,3,0
9,3,4,2,0,3214,3,3,0
9,3,4,5,0,608,3,3,1
9,3,4,2,0,514,3,3,1
10,3,4,5,1,374,1,3,7
10,3,4,3,0,769,3,3,5
10,3,4,1,0,4753658,3,3,1
10,3,4,3,0,1480628,3,3,1
10,3,4,4,0,2530,1,3,0
10,3,4,2,1,46876,1,3,0
10,3,4,1,0,31311226,3,3,1
10,3,4,3,0,708608,1,3,0
10,3,4,1,1,1009,1,3,0
10,3,4,3,0,959612,3,3,0
10,3,4,1,0,237,1,3,0
10,3,4,4,0,20009,1,3,2
10,3,4,4,1,302,3,3,7
10,3,4,2,0,514,1,3,2
10,3,4,4,1,11107571,3,3,9
10,3,4,2,1,134752,1,3,1
10,3,4,2,0,4449,1,3,1
10,3,4,3,1,1816174,3,3,0
10,3,4,3,0,765602,1,3,0
10,3,4,2,1,715,3,3,1
10,3,4,4,0,19146719,3,3,4
10,3,4,3,1,255615,1,3,0
10,3,4,3,0,844,3,3,0
10,3,4,4,0,817,1,3,0
10,3,4,3,0,255471,3,3,0
10,3,4,4,1,592,1,3,0
10,3,4,1,1,274,1,3,0
10,3,4,1,0,669,3,3,0
10,3,4,3,1,6726051,1,3,0
10,3,4,1,0,1243,3,3,0
10,3,4,3,1,161523,3,3,2
10,3,4,2,0,917,1,3,1
10,3,4,3,0,66530,3,3,1
10,3,4,3,1,1222,1,3,0
10,3,4,1,0,2058,1,3,0
10,3,4,1,0,85287,3,3,0
10,3,4,1,0,398,1,3,0
10,3,4,3,1,13991,1,3,0
10,3,4,2,1,98351,1,3,0
10,3,4,4,0,279442,1,3,1
10,3,4,4,0,379404,1,3,6
10,3,4,2,0,529,3,3,0
10,3,4,2,0,981,3,3,0
10,3,4,2,1,10978851,1,3,0
10,3,4,1,0,895,1,3,0
10,3,4,3,1,623,3,3,1
10,3,4,2,1,6322120,1,3,0
10,3,4,2,0,828,3,3,0
10,3,4,4,1,23536839,3,3,0
10,3,4,4,1,2920,3,3,0
10,3,4,4,1,2561,1,3,0
10,3,4,4,0,159213,3,3,0
10,3,4,4,0,604,1,3,2
10,3,4,4,1,18420,1,3,0
10,3,4,4,0,1375,3,3,0
10,3,4,5,0,1262232,3,3,0
10,3,4,2,1,2589974,1,3,0
10,3,4,4,0,523560,3,3,0
10,3,4,3,1,936,1,3,0
10,3,4,2,0,506,3,3,0
10,3,4,3,0,346,3,3,0
10,3,4,1,0,4639430,3,3,0
10,3,4,2,0,13809819,1,3,0
10,3,4,2,0,15997757,3,3,0
10,3,4,3,0,2851654,3,3,0
10,3,4,1,0,6476946,3,3,0
10,3,4,2,0,1108,1,3,0
10,3,4,1,0,165067,3,3,0
10,3,4,3,1,1301,3,3,0
10,3,4,2,1,4018,3,3,0
10,3,4,4,0,4701333,1,3,5
10,3,4,1,0,234,3,3,0
10,3,4,6,0,310,1,3,0
10,3,4,1,0,503,1,3,1
10,3,4,1,0,19717598,1,3,0
10,3,4,1,0,1777,1,3,0
10,3,4,2,0,4789,1,3,0
10,3,4,2,1,66092931,1,3,0
10,3,4,4,0,402,3,3,0
10,3,4,2,1,1405288,3,3,0
10,3,4,4,0,1016691,3,3,1
10,3,4,3,1,3378592,1,3,0
10,3,4,4,0,1387986,1,3,0
10,3,4,1,0,284173,1,3,0
10,3,4,3,1,33759732,3,3,1
10,3,4,4,0,528,1,3,1
10,3,4,2,0,74314807,1,3,0
10,3,4,2,0,732,3,3,0
10,3,4,2,0,525,1,3,0
10,3,4,4,0,248301,1,3,1
10,3,4,1,0,415,3,3,0
10,3,4,1,0,537,1,3,0
10,3,4,2,0,613,3,3,1
10,3,4,2,0,323,1,3,0
10,3,4,3,0,304,3,3,1
10,3,4,1,0,933,1,3,0
10,3,4,3,0,87617,1,3,0
10,3,4,1,0,855,1,3,0
10,3,4,1,0,369,1,3,0
10,3,4,5,1,647,3,3,0
10,3,4,4,0,396,3,3,0
10,3,4,1,0,14007,1,3,0
10,3,4,1,0,668,1,3,0
10,3,4,3,0,72097,3,3,0
10,3,4,4,0,9432,3,3,0
10,3,4,2,0,456,1,3,0
10,3,4,2,0,2047,3,3,0
10,3,4,3,0,356,1,3,0
10,3,4,2,0,163284,1,3,0
10,3,4,2,0,2426631,3,3,0
10,3,4,2,0,5099177,1,3,0
10,3,4,1,0,948,1,3,0
10,3,4,3,1,570,1,3,0
10,3,4,1,0,393927,1,3,0
10,3,4,2,0,463,1,3,2
10,3,4,3,0,419,3,3,0
10,3,4,1,0,455,3,3,0
10,3,4,1,1,68120,1,3,4
10,3,4,4,1,1274,1,3,0
10,3,4,3,0,9377,3,3,0
10,3,4,1,0,906,3,3,0
10,3,4,2,0,446,3,3,0
10,3,4,1,1,45076,1,3,0
10,3,4,1,0,11756181,3,3,0
10,3,4,1,1,1443,1,3,2
10,3,4,1,0,747,3,3,0
10,3,4,1,0,86583,1,3,0
10,3,4,4,0,927,1,3,0
10,3,4,2,0,668,3,3,0
10,3,4,1,0,45505,3,3,0
10,3,4,3,0,12363335,1,3,0
10,3,4,2,0,245,1,3,1
10,3,4,2,0,476,1,3,0
10,3,4,2,0,316,3,3,0
10,3,4,2,0,1214380,3,3,0
10,3,4,2,0,3711832,3,3,0
10,3,4,2,1,13091,1,3,0
10,3,4,1,0,46668855,1,3,0
10,3,4,2,0,61132,3,3,0
10,3,4,4,0,268071,1,3,0
10,3,4,2,0,1873,1,3,0
10,3,4,3,0,2591820,1,3,0
10,3,4,2,1,8924623,1,3,1
10,3,4,1,0,310,1,3,0
10,3,4,2,1,547,1,3,0
10,3,4,3,0,868649,3,3,0
10,3,4,4,0,3789324,1,3,0
10,3,4,4,1,767,3,3,0
10,3,4,2,1,1100,3,3,1
10,3,4,3,0,83050,1,3,0
10,3,4,2,0,1683,1,3,0
10,3,4,3,0,151863,3,3,1
10,3,4,5,0,632803,1,3,0
10,3,4,3,1,1004381,3,3,0
10,3,4,1,0,21243,3,3,0
10,3,4,1,0,188,1,3,0
10,3,4,3,0,241,1,3,0
10,3,4,2,0,1794390,3,3,0
10,3,4,4,0,607,1,3,0
10,3,4,4,0,751,1,3,0
10,3,4,1,0,521806,3,3,1
10,3,4,4,0,11241,3,3,4
10,3,4,1,0,8976,3,3,0
10,3,4,3,0,109799,3,3,0
10,3,4,1,0,1019,3,3,0
10,3,4,2,1,35251724,1,3,0
10,3,4,2,0,412,1,3,0
10,3,4,3,0,691234,3,3,0
10,3,4,2,1,511,3,3,1
10,3,4,3,1,1006,1,3,0
10,3,4,1,0,423,3,3,1
10,3,4,4,0,2178,1,3,0
10,3,4,1,1,1450,3,3,0
10,3,4,3,0,3604,1,3,0
10,3,4,1,0,81999,1,3,0
10,3,4,2,0,165504,1,3,0
10,3,4,2,0,4260,1,3,0
10,3,4,2,0,1605,1,3,3
10,3,4,2,0,383554,1,3,0
10,3,4,1,0,1625,3,3,0
10,3,4,3,1,1027,1,3,0
10,3,4,2,0,1817889,1,3,1
10,3,4,2,0,2668296,1,3,0
10,3,4,4,0,1423,3,3,0
10,3,4,4,0,637,3,3,0
10,3,4,1,0,146421,3,3,0
10,3,4,1,0,335,3,3,0
10,3,4,1,0,1500,3,3,0
10,3,4,3,0,410,1,3,0
10,3,4,2,0,828,1,3,0
10,3,4,3,0,131305,1,3,0
10,3,4,1,0,80775,3,3,0
10,3,4,1,0,362,1,3,0
10,3,4,1,0,768,1,3,0
10,3,4,3,0,951050,1,3,0
10,3,4,2,1,10426948,1,3,0
10,3,4,2,0,594,1,3,0
10,3,4,3,0,289225,3,3,0
10,3,4,3,0,363,3,3,0
10,3,4,4,0,642,1,3,6
10,3,4,3,0,1623,3,2,0
10,3,4,3,1,1125,3,3,0
10,3,4,1,0,652,1,3,0
10,3,4,3,0,701,3,3,1
10,3,4,1,0,5195555,1,3,0
10,3,4,3,1,289,2,3,0
10,3,4,2,1,52989445,3,3,0
10,3,4,4,0,623698,1,3,0
10,3,4,4,1,13927,3,3,0
10,3,4,3,0,56777459,3,3,0
10,3,4,1,0,32618,1,3,0
10,3,4,1,0,13588,1,3,0
10,3,4,1,0,84143,1,3,0
10,3,4,2,1,2037,3,3,0
10,3,4,1,0,40979,3,3,0
10,3,4,1,1,253665,1,3,0
10,3,4,5,0,85146,1,3,0
10,3,4,2,0,678,3,3,0
10,3,4,3,0,995,1,3,0
10,3,4,3,0,1034,3,3,0
10,3,4,1,0,272752,1,3,0
10,3,4,4,0,1367,3,3,1
10,3,4,1,0,15332529,1,3,1
10,3,4,2,1,346,1,3,0
10,3,4,1,0,675,1,3,0
10,3,4,4,0,3693270,1,3,1
10,3,4,3,0,654,1,3,0
10,3,4,1,0,7070324,1,3,0
10,3,4,2,0,331,3,3,0
10,3,4,2,1,1481,1,3,0
10,3,4,1,1,4570524,1,3,0
10,3,4,2,0,487,1,3,1
10,3,4,3,0,34282,3,3,0
10,3,4,2,0,25648524,1,3,0
10,3,4,1,0,401,3,3,0
10,3,4,2,0,484,1,3,0
10,3,4,1,0,630,1,3,0
10,3,4,4,0,604,3,3,0
10,3,4,2,1,467,3,3,2
10,3,4,1,1,3035,3,3,0
10,3,4,2,1,17003431,1,3,1
10,3,4,5,0,354499,1,3,0
10,3,4,4,1,925,1,3,1
10,3,4,2,0,110662,1,3,0
10,3,4,1,0,28839227,2,3,0
10,3,4,4,0,866,3,3,0
10,3,4,1,0,76232,1,3,0
10,3,4,1,0,7348972,3,3,1
10,3,4,3,0,601,3,3,0
10,3,4,1,0,665696,3,3,6
10,3,4,3,0,561879,3,3,0
10,3,4,1,0,939,3,3,0
10,3,4,4,1,1822244,1,3,0
10,3,4,2,1,813,1,3,0
10,3,4,3,0,1242,3,3,1
10,3,4,1,0,375,1,3,0
10,3,4,5,0,430,3,3,0
10,3,4,1,0,1192,1,3,0
10,3,4,1,1,13476605,1,3,0
10,3,4,1,0,547,1,3,0
10,3,4,2,0,254,3,3,0
10,3,4,3,0,55607,1,3,0
10,3,4,1,0,899,3,3,0
10,3,4,1,0,761,3,3,0
10,3,4,2,0,3234908,1,3,0
10,3,4,1,0,10469319,1,3,0
10,3,4,3,1,317,3,3,0
10,3,4,1,0,508,3,3,1
10,3,4,2,0,18129826,1,3,0
10,3,4,4,1,894,1,3,0
10,3,4,2,0,61775594,1,3,0
10,11,4,1,0,6996319,1,3,9
10,11,4,1,0,469,1,3,0
10,11,4,1,0,584,3,3,1
10,11,4,1,1,585508,1,3,0
2,12,4,1,1,576,1,3,0
10,12,4,3,0,362677,1,3,43
10,12,4,3,1,1143,1,3,0
10,12,4,1,1,2530,1,3,0
10,12,4,3,0,968586,1,3,0
10,12,4,3,0,548,1,3,0
10,12,4,2,0,14278,1,3,0
10,12,4,2,0,1362,1,3,0
10,12,4,2,0,218213,1,3,0
9,29,4,1,1,9328688,3,3,0
10,29,4,4,1,958515,1,3,1
4,4,4,2,0,1318,1,3,0
6,4,4,2,1,3211531,1,3,0
7,4,4,1,0,977,1,3,1
8,4,4,5,0,264,1,3,3
8,4,4,2,0,1702742,3,3,1
9,4,4,1,0,327,1,3,1
9,4,4,2,0,389,1,3,1
10,4,4,2,1,48506143,1,3,0
10,4,4,2,1,826,3,3,0
10,4,4,2,0,13917,1,3,0
10,4,4,2,0,1669,1,3,0
10,4,4,1,0,19797411,2,3,14
10,4,4,2,0,948822,1,3,0
10,4,4,2,0,669,1,3,0
10,4,4,2,1,87673,1,3,0
10,4,4,2,0,1473568,1,3,1
